,value,total_seconds,type,date
2684,YAML,0.448,languages,2020-11-13
2685,HTML,0.141,languages,2020-11-13
2692,C#,3941.053,languages,2020-11-04
2693,Other,1303.884,languages,2020-11-04
2694,Markdown,1078.63277,languages,2020-11-04
2695,Python,775.706,languages,2020-11-04
2696,JSON,86.42,languages,2020-11-04
2697,Git Config,12.737,languages,2020-11-04
2698,YAML,11.40123,languages,2020-11-04
2709,C#,13349.994,languages,2020-11-29
2710,Markdown,1405.412,languages,2020-11-29
2711,Other,310.423,languages,2020-11-29
2712,Git Config,0.564,languages,2020-11-29
2715,Python,424.856,languages,2020-11-02
2716,Markdown,312.294692,languages,2020-11-02
2717,Git Config,14.313,languages,2020-11-02
2718,YAML,0.0,languages,2020-11-02
2724,CSV,0.0,languages,2020-11-20
2727,C#,9171.956,languages,2020-11-03
2728,Python,3530.991852,languages,2020-11-03
2729,Markdown,741.393,languages,2020-11-03
2730,XML,281.641472,languages,2020-11-03
2731,YAML,179.37727,languages,2020-11-03
2732,Other,172.840752,languages,2020-11-03
2733,JSON,0.525,languages,2020-11-03
2743,CSV,654.033341,languages,2020-11-19
2744,Markdown,483.453542,languages,2020-11-19
2745,C#,327.103,languages,2020-11-19
2746,Other,5.067,languages,2020-11-19
2747,YAML,0.004,languages,2020-11-19
2754,C#,14106.445,languages,2020-11-18
2755,Markdown,2131.618,languages,2020-11-18
2756,Other,1995.962,languages,2020-11-18
2757,YAML,1819.735,languages,2020-11-18
2758,CSV,29.942749,languages,2020-11-18
2759,XML,18.013,languages,2020-11-18
2760,JSON,0.394,languages,2020-11-18
2770,C#,15203.712264,languages,2020-11-14
2771,Markdown,1221.307736,languages,2020-11-14
2772,Other,32.067,languages,2020-11-14
2776,C++,6625.984,languages,2020-11-22
2777,SQL,4742.923,languages,2020-11-22
2778,CSV,4239.202696,languages,2020-11-22
2779,CMake,3899.079,languages,2020-11-22
2780,C,2006.311628,languages,2020-11-22
2781,YAML,1933.233744,languages,2020-11-22
2782,Markdown,1898.914257,languages,2020-11-22
2783,Python,1876.381156,languages,2020-11-22
2784,Other,464.825444,languages,2020-11-22
2785,Makefile,96.223,languages,2020-11-22
2786,NASM,78.832178,languages,2020-11-22
2787,Text,11.601696,languages,2020-11-22
2798,Python,3668.502708,languages,2020-11-21
2799,YAML,15.018901,languages,2020-11-21
2800,Git Config,0.753495,languages,2020-11-21
2801,Git,0.0,languages,2020-11-21
2807,C#,16131.258,languages,2020-11-27
2808,YAML,779.159,languages,2020-11-27
2809,Markdown,297.849,languages,2020-11-27
2810,Other,236.751,languages,2020-11-27
2811,JSON,0.506,languages,2020-11-27
2816,C#,11495.562,languages,2020-11-30
2817,YAML,3590.239,languages,2020-11-30
2818,Other,906.093,languages,2020-11-30
2819,JSON,45.977,languages,2020-11-30
2820,CSHTML,3.954,languages,2020-11-30
2821,TypeScript,2.997,languages,2020-11-30
2822,Markdown,1.141,languages,2020-11-30
2823,Git Config,0.481,languages,2020-11-30
2828,C#,19161.320127,languages,2020-11-17
2829,Markdown,2202.860721,languages,2020-11-17
2830,Other,698.996,languages,2020-11-17
2831,Docker,359.128311,languages,2020-11-17
2832,Git Config,3.499,languages,2020-11-17
2833,JSON,1.656,languages,2020-11-17
2841,C#,7707.097,languages,2020-11-10
2842,YAML,57.226,languages,2020-11-10
2843,Markdown,41.059,languages,2020-11-10
2844,Other,3.593,languages,2020-11-10
2849,JavaScript,4505.898082,languages,2020-11-11
2850,Other,1277.733617,languages,2020-11-11
2851,Markdown,1183.022025,languages,2020-11-11
2852,JSON,1126.031566,languages,2020-11-11
2853,C#,917.086898,languages,2020-11-11
2854,HTML,493.98414,languages,2020-11-11
2855,Git Config,107.135559,languages,2020-11-11
2856,TypeScript,85.638247,languages,2020-11-11
2857,XML,3.15835,languages,2020-11-11
2858,Apache Config,1.165864,languages,2020-11-11
2859,CSHTML,0.01,languages,2020-11-11
2868,C#,8925.596,languages,2020-11-24
2869,Markdown,2057.233,languages,2020-11-24
2870,Other,171.621,languages,2020-11-24
2871,YAML,7.635,languages,2020-11-24
2872,JSON,0.641,languages,2020-11-24
2879,Rust,8702.187,languages,2020-11-07
2880,TOML,596.213,languages,2020-11-07
2881,Python,247.154,languages,2020-11-07
2882,Bash,245.202,languages,2020-11-07
2883,JSON,194.064,languages,2020-11-07
2884,Markdown,193.791,languages,2020-11-07
2885,Git Config,91.709,languages,2020-11-07
2886,Other,2.985,languages,2020-11-07
2890,C#,17104.63,languages,2020-11-16
2891,YAML,1467.352,languages,2020-11-16
2892,Markdown,861.475,languages,2020-11-16
2893,JSON,263.053,languages,2020-11-16
2894,Other,207.236,languages,2020-11-16
2895,Git Config,1.311,languages,2020-11-16
2902,C#,5878.29,languages,2020-11-12
2903,JavaScript,2537.31095,languages,2020-11-12
2904,Markdown,2107.582948,languages,2020-11-12
2905,YAML,1694.503941,languages,2020-11-12
2906,Other,1333.794,languages,2020-11-12
2907,CSS,90.376,languages,2020-11-12
2908,JSON,16.597102,languages,2020-11-12
2909,TypeScript,9.742,languages,2020-11-12
2917,C#,12075.887,languages,2020-11-09
2918,Other,1178.723,languages,2020-11-09
2919,YAML,691.935,languages,2020-11-09
2920,Markdown,137.887,languages,2020-11-09
2925,C#,2013.752,languages,2020-07-09
2926,C++,763.5,languages,2020-07-09
2927,Other,43.169,languages,2020-07-09
2928,Text,2.613,languages,2020-07-09
2929,TypeScript,0.0,languages,2020-07-09
2936,C#,4600.486,languages,2020-07-17
2937,Other,603.148,languages,2020-07-17
2938,YAML,209.14,languages,2020-07-17
2939,XML,84.351,languages,2020-07-17
2940,Markdown,17.06,languages,2020-07-17
2941,Git Config,1.277,languages,2020-07-17
2948,Rust,8915.615,languages,2020-07-04
2949,SQL,3584.009559,languages,2020-07-04
2950,Markdown,754.487306,languages,2020-07-04
2951,YAML,9.664135,languages,2020-07-04
2952,Other,0.0,languages,2020-07-04
2959,Rust,2628.920065,languages,2020-07-23
2960,TOML,165.016,languages,2020-07-23
2961,Git Config,39.217,languages,2020-07-23
2962,Markdown,0.0,languages,2020-07-23
2968,C#,5643.583,languages,2020-07-07
2969,SQL,559.333,languages,2020-07-07
2970,Markdown,301.558,languages,2020-07-07
2971,Other,15.884,languages,2020-07-07
2972,YAML,0.302,languages,2020-07-07
2977,Bash,236.508402,languages,2020-07-15
2978,YAML,101.445973,languages,2020-07-15
2979,Docker,22.931535,languages,2020-07-15
2980,Markdown,1.901403,languages,2020-07-15
2981,Other,1.090636,languages,2020-07-15
2984,Markdown,3517.573302,languages,2020-07-22
2985,Other,2.254203,languages,2020-07-22
2990,Rust,7719.863,languages,2020-07-20
2991,TOML,393.704,languages,2020-07-20
2992,Git Config,7.68,languages,2020-07-20
2996,C#,2659.902,languages,2020-07-28
2997,TOML,463.993989,languages,2020-07-28
2998,Text,17.58732,languages,2020-07-28
2999,Markdown,1.885,languages,2020-07-28
3000,Git Config,1.526,languages,2020-07-28
3001,Rust,0.015,languages,2020-07-28
3008,C#,12741.895,languages,2020-07-21
3009,Rust,2950.722,languages,2020-07-21
3010,TOML,53.995,languages,2020-07-21
3011,Other,5.269,languages,2020-07-21
3012,Git Config,0.632,languages,2020-07-21
3021,C#,5814.188,languages,2020-07-08
3022,C++,591.239,languages,2020-07-08
3023,Markdown,328.281752,languages,2020-07-08
3024,Git Config,10.353,languages,2020-07-08
3025,Other,7.68,languages,2020-07-08
3026,CMake,0.073,languages,2020-07-08
3037,C#,11796.42969,languages,2020-07-10
3038,TypeScript,1340.175046,languages,2020-07-10
3039,YAML,1065.133,languages,2020-07-10
3040,Other,964.491,languages,2020-07-10
3041,JSON,424.729,languages,2020-07-10
3042,Markdown,412.563,languages,2020-07-10
3043,XML,80.08,languages,2020-07-10
3044,Git Config,25.869,languages,2020-07-10
3045,JavaScript,5.862671,languages,2020-07-10
3059,C#,17435.820577,languages,2020-07-06
3060,Markdown,2404.429963,languages,2020-07-06
3061,Other,1780.068,languages,2020-07-06
3062,YAML,559.54746,languages,2020-07-06
3063,JSON,137.829,languages,2020-07-06
3064,Git Config,8.868,languages,2020-07-06
3072,Rust,2018.553,languages,2020-07-27
3073,Git Config,22.907,languages,2020-07-27
3074,TOML,2.863,languages,2020-07-27
3075,Markdown,0.0,languages,2020-07-27
3081,SQL,1127.706,languages,2020-07-03
3082,Markdown,758.083344,languages,2020-07-03
3083,C#,704.895,languages,2020-07-03
3084,Other,253.153,languages,2020-07-03
3085,YAML,3.74658,languages,2020-07-03
3094,Rust,5234.144,languages,2020-07-24
3095,TOML,310.772,languages,2020-07-24
3096,Protocol Buffer,3.509,languages,2020-07-24
3097,Git Config,0.172,languages,2020-07-24
3100,C#,4634.225,languages,2020-07-16
3101,YAML,673.178,languages,2020-07-16
3102,JSON,584.305424,languages,2020-07-16
3103,Bash,282.294617,languages,2020-07-16
3104,Other,92.237,languages,2020-07-16
3105,Markdown,36.427718,languages,2020-07-16
3112,Python,925.692053,languages,2020-07-18
3113,YAML,0.0,languages,2020-07-18
3116,Rust,5365.904,languages,2020-07-05
3117,Markdown,1435.385,languages,2020-07-05
3118,C#,809.035,languages,2020-07-05
3119,TOML,82.536,languages,2020-07-05
3120,Git Config,0.245,languages,2020-07-05
3125,CSV,0.0,languages,2020-07-02
3128,C#,18303.272,languages,2020-07-14
3129,Other,1331.072,languages,2020-07-14
3130,Markdown,60.761,languages,2020-07-14
3131,Git Config,44.388,languages,2020-07-14
3136,Rust,994.868,languages,2020-07-01
3137,Markdown,0.699,languages,2020-07-01
3140,Rust,3553.627,languages,2022-10-02
3141,GitIgnore file,23.771,languages,2022-10-02
3142,Markdown,17.99,languages,2022-10-02
3145,Rust,2907.991,languages,2022-10-30
3146,C#,717.679,languages,2022-10-30
3147,TOML,109.156,languages,2022-10-30
3148,Markdown,24.021,languages,2022-10-30
3155,C#,932.023,languages,2022-10-05
3156,Markdown,432.533,languages,2022-10-05
3157,JSON,50.707,languages,2022-10-05
3158,Csproj,14.255,languages,2022-10-05
3159,MsBuild targets file,8.463,languages,2022-10-05
3163,Rust,5096.896,languages,2022-10-22
3164,TOML,1218.662,languages,2022-10-22
3165,GitIgnore file,269.116,languages,2022-10-22
3166,Markdown,204.404,languages,2022-10-22
3170,Rust,0.0,languages,2022-10-15
3173,C#,11931.154,languages,2022-10-27
3174,Markdown,1680.287,languages,2022-10-27
3175,Csproj,4.904,languages,2022-10-27
3176,YAML,0.658,languages,2022-10-27
3177,textmate,0.326,languages,2022-10-27
3178,Text,0.177,languages,2022-10-27
3183,Rust,5131.976,languages,2022-10-18
3184,C#,1393.279,languages,2022-10-18
3185,Markdown,1392.277,languages,2022-10-18
3186,Csproj,775.348,languages,2022-10-18
3187,YAML,219.713,languages,2022-10-18
3188,XML,129.988,languages,2022-10-18
3189,JSON,112.548,languages,2022-10-18
3190,protobuf,65.33,languages,2022-10-18
3191,Protocol Buffer,14.698,languages,2022-10-18
3192,TOML,13.614,languages,2022-10-18
3193,GitIgnore file,10.547,languages,2022-10-18
3194,Project file properties,0.001,languages,2022-10-18
3195,Docker,0.0,languages,2022-10-18
3204,C#,17739.701,languages,2022-10-23
3205,Rust,835.499,languages,2022-10-23
3206,Csproj,45.91,languages,2022-10-23
3207,TOML,34.186,languages,2022-10-23
3208,XML,16.896,languages,2022-10-23
3209,Markdown,9.727,languages,2022-10-23
3210,Text,1.383,languages,2022-10-23
3211,GitIgnore file,0.702,languages,2022-10-23
3212,Solution File,0.001,languages,2022-10-23
3213,JSON,0.001,languages,2022-10-23
3219,Rust,14771.187,languages,2022-10-16
3220,Docker,1974.958,languages,2022-10-16
3221,Go,437.349,languages,2022-10-16
3222,YAML,431.512,languages,2022-10-16
3223,Docker File,72.786,languages,2022-10-16
3224,TOML,65.082,languages,2022-10-16
3229,C#,7424.57,languages,2022-10-06
3230,Markdown,1229.638,languages,2022-10-06
3231,JSON,10.239,languages,2022-10-06
3232,Solution File,0.814,languages,2022-10-06
3233,GitIgnore file,0.389,languages,2022-10-06
3234,Project file properties,0.261,languages,2022-10-06
3235,MsBuild targets file,0.173,languages,2022-10-06
3239,C#,10431.496,languages,2022-10-04
3240,Markdown,2136.411,languages,2022-10-04
3241,JSON,605.405,languages,2022-10-04
3242,XML,177.511,languages,2022-10-04
3243,MsBuild targets file,108.2,languages,2022-10-04
3244,Csproj,108.025,languages,2022-10-04
3245,IL,8.469,languages,2022-10-04
3246,Project file properties,6.456,languages,2022-10-04
3247,YAML,1.136,languages,2022-10-04
3248,GitIgnore file,0.4,languages,2022-10-04
3249,Docker,0.288,languages,2022-10-04
3254,C#,8343.995,languages,2022-10-19
3255,Markdown,2682.423,languages,2022-10-19
3256,Rust,760.69,languages,2022-10-19
3257,JSON,57.237,languages,2022-10-19
3258,XML,37.25,languages,2022-10-19
3259,TOML,3.153,languages,2022-10-19
3260,GitIgnore file,0.781,languages,2022-10-19
3261,MsBuild targets file,0.137,languages,2022-10-19
3262,Csproj,0.003,languages,2022-10-19
3269,C#,8830.619,languages,2022-10-25
3270,JSON,441.477,languages,2022-10-25
3271,Csproj,62.042,languages,2022-10-25
3272,Markdown,51.509,languages,2022-10-25
3273,YAML,44.573,languages,2022-10-25
3274,XML,13.073,languages,2022-10-25
3275,Text,4.821,languages,2022-10-25
3276,MsBuild targets file,4.708,languages,2022-10-25
3277,GitIgnore file,3.705,languages,2022-10-25
3278,Project file properties,0.963,languages,2022-10-25
3279,textmate,0.072,languages,2022-10-25
3287,C#,10130.402,languages,2022-10-20
3288,Markdown,288.991,languages,2022-10-20
3289,JSON,74.407,languages,2022-10-20
3290,Csproj,71.236,languages,2022-10-20
3291,MsBuild targets file,24.23,languages,2022-10-20
3292,XML,17.93,languages,2022-10-20
3293,GitIgnore file,2.565,languages,2022-10-20
3294,YAML,0.959,languages,2022-10-20
3295,Project file properties,0.189,languages,2022-10-20
3302,C#,7292.229,languages,2022-10-24
3303,Markdown,1679.933,languages,2022-10-24
3304,JSON,1179.125,languages,2022-10-24
3305,YAML,567.199,languages,2022-10-24
3306,XML,130.36,languages,2022-10-24
3307,Csproj,108.0,languages,2022-10-24
3308,Solution File,33.042,languages,2022-10-24
3309,GitIgnore file,28.03,languages,2022-10-24
3310,MsBuild targets file,17.3,languages,2022-10-24
3311,Docker,16.577,languages,2022-10-24
3312,Project file properties,3.503,languages,2022-10-24
3318,Rust,16624.946,languages,2022-10-03
3319,TOML,604.915,languages,2022-10-03
3320,Protocol Buffer,375.064,languages,2022-10-03
3321,C++,217.392,languages,2022-10-03
3322,protobuf,173.295,languages,2022-10-03
3323,ObjectiveC,125.57,languages,2022-10-03
3324,JSON,107.988,languages,2022-10-03
3325,C,30.296,languages,2022-10-03
3326,GitIgnore file,17.714,languages,2022-10-03
3327,Makefile,11.73,languages,2022-10-03
3328,Text,6.197,languages,2022-10-03
3329,textmate,1.749,languages,2022-10-03
3334,C#,9197.001,languages,2022-10-28
3335,Markdown,519.483,languages,2022-10-28
3336,Docker,514.766,languages,2022-10-28
3337,JSON,155.168,languages,2022-10-28
3338,Project file properties,23.974,languages,2022-10-28
3339,XML,23.646,languages,2022-10-28
3340,Csproj,9.826,languages,2022-10-28
3341,MsBuild targets file,5.467,languages,2022-10-28
3342,Text,0.472,languages,2022-10-28
3347,C#,1591.391,languages,2022-10-17
3348,Markdown,1008.326,languages,2022-10-17
3349,Csproj,582.698,languages,2022-10-17
3350,YAML,232.621,languages,2022-10-17
3351,XML,166.776,languages,2022-10-17
3352,GitIgnore file,95.708,languages,2022-10-17
3353,Project file properties,63.065,languages,2022-10-17
3354,JSON,47.403,languages,2022-10-17
3355,Docker,46.476,languages,2022-10-17
3358,C#,11931.974,languages,2022-10-21
3359,Markdown,4124.002,languages,2022-10-21
3360,Go,693.363,languages,2022-10-21
3361,Solution File,349.559,languages,2022-10-21
3362,Csproj,191.761,languages,2022-10-21
3363,Text,164.825,languages,2022-10-21
3364,JSON,154.808,languages,2022-10-21
3365,XML,67.768,languages,2022-10-21
3366,MsBuild targets file,51.468,languages,2022-10-21
3367,Docker,4.433,languages,2022-10-21
3368,Project file properties,4.006,languages,2022-10-21
3369,YAML,2.831,languages,2022-10-21
3378,C#,9193.376,languages,2022-10-26
3379,XML,30.879,languages,2022-10-26
3380,Csproj,26.374,languages,2022-10-26
3381,IL,4.309,languages,2022-10-26
3382,YAML,0.756,languages,2022-10-26
3383,Project file properties,0.42,languages,2022-10-26
3384,Markdown,0.373,languages,2022-10-26
3387,Rust,5385.413,languages,2022-10-01
3388,TOML,117.106,languages,2022-10-01
3389,GitIgnore file,22.852,languages,2022-10-01
3390,Markdown,3.166,languages,2022-10-01
3393,Rust,442.016,languages,2022-10-11
3394,GitIgnore file,0.342,languages,2022-10-11
3395,TOML,0.208,languages,2022-10-11
3398,YAML,3542.434,languages,2022-10-13
3399,Markdown,1120.727,languages,2022-10-13
3400,Go,574.25,languages,2022-10-13
3401,Docker,98.281,languages,2022-10-13
3402,Rust,73.374,languages,2022-10-13
3407,Rust,8501.014,languages,2022-10-14
3408,YAML,2233.224,languages,2022-10-14
3409,Go,1400.791,languages,2022-10-14
3410,Markdown,1264.06,languages,2022-10-14
3411,Docker,6.293,languages,2022-10-14
3416,C#,22763.217,languages,2022-10-29
3417,Markdown,7032.581,languages,2022-10-29
3418,JSON,4377.152,languages,2022-10-29
3419,Csproj,3033.272,languages,2022-10-29
3420,XML,415.143,languages,2022-10-29
3421,YAML,383.188,languages,2022-10-29
3422,protobuf,323.26,languages,2022-10-29
3423,Protocol Buffer,286.81,languages,2022-10-29
3424,Docker,182.634,languages,2022-10-29
3425,Project file properties,132.018,languages,2022-10-29
3426,Solution File,73.048,languages,2022-10-29
3427,GitIgnore file,6.329,languages,2022-10-29
3428,textmate,4.987,languages,2022-10-29
3436,Rust,4400.806,languages,2022-10-09
3437,YAML,1652.654,languages,2022-10-09
3438,Go,868.933,languages,2022-10-09
3439,Markdown,422.094,languages,2022-10-09
3440,Docker,386.843,languages,2022-10-09
3441,protobuf,66.141,languages,2022-10-09
3442,Protocol Buffer,3.138,languages,2022-10-09
3443,GitIgnore file,1.815,languages,2022-10-09
3444,Makefile,1.181,languages,2022-10-09
3449,C#,3870.959,languages,2022-10-07
3450,Markdown,1282.685,languages,2022-10-07
3451,XML,48.221,languages,2022-10-07
3452,Csproj,24.926,languages,2022-10-07
3453,GitIgnore file,2.888,languages,2022-10-07
3454,MsBuild targets file,1.201,languages,2022-10-07
3455,Docker,0.12,languages,2022-10-07
3459,C#,3112.784,languages,2022-10-10
3460,Markdown,1070.611,languages,2022-10-10
3461,Csproj,357.037,languages,2022-10-10
3462,JSON,111.144,languages,2022-10-10
3463,XML,15.942,languages,2022-10-10
3464,GitIgnore file,13.142,languages,2022-10-10
3465,YAML,0.335,languages,2022-10-10
3466,protobuf,0.216,languages,2022-10-10
3467,Rust,0.0,languages,2022-10-10
3474,Rust,6182.689,languages,2022-10-31
3475,TOML,45.92,languages,2022-10-31
3478,C#,1034.347,languages,2022-05-17
3479,Csproj,459.417,languages,2022-05-17
3480,XML,251.133,languages,2022-05-17
3481,Solution File,105.911,languages,2022-05-17
3482,GitIgnore file,31.055,languages,2022-05-17
3483,Markdown,12.985,languages,2022-05-17
3484,YAML,0.0,languages,2022-05-17
3488,C#,146.016,languages,2022-05-12
3489,Markdown,35.081,languages,2022-05-12
3490,GitIgnore file,0.967,languages,2022-05-12
3493,C#,201.183987,languages,2022-05-13
3494,YAML,161.673488,languages,2022-05-13
3499,Docker,0.0,languages,2022-05-04
3502,C#,1292.19,languages,2022-05-19
3505,C#,739.916,languages,2022-05-11
3506,XML,263.906,languages,2022-05-11
3507,Markdown,117.249,languages,2022-05-11
3508,Csproj,20.057,languages,2022-05-11
3509,GitIgnore file,2.118,languages,2022-05-11
3510,Solution File,1.579,languages,2022-05-11
3514,C#,731.023,languages,2022-05-24
3515,Markdown,11.879,languages,2022-05-24
3516,GitIgnore file,5.515,languages,2022-05-24
3519,C#,1253.232,languages,2022-05-09
3520,Markdown,460.155,languages,2022-05-09
3521,MsBuild targets file,454.495,languages,2022-05-09
3522,Docker,283.454,languages,2022-05-09
3523,JSON,232.897,languages,2022-05-09
3524,XML,104.45,languages,2022-05-09
3525,GitIgnore file,71.517,languages,2022-05-09
3526,Csproj,57.345,languages,2022-05-09
3527,textmate,9.573,languages,2022-05-09
3528,YAML,6.147,languages,2022-05-09
3529,Project file properties,4.624,languages,2022-05-09
3533,C#,0.0,languages,2022-05-14
3536,C#,2960.568,languages,2022-05-18
3537,Csproj,80.981,languages,2022-05-18
3538,Docker File,18.268,languages,2022-05-18
3539,GitIgnore file,7.6,languages,2022-05-18
3540,YAML,6.681,languages,2022-05-18
3541,Text,0.128,languages,2022-05-18
3544,Python,0.0,languages,2022-01-27
3547,C#,2433.243,languages,2022-01-21
3548,YAML,797.583,languages,2022-01-21
3549,JSON,189.253,languages,2022-01-21
3550,Csproj,156.809,languages,2022-01-21
3551,Markdown,64.855,languages,2022-01-21
3554,Other,72.138075,languages,2022-01-03
3557,C#,32692.059,languages,2022-01-06
3558,Rust,568.391,languages,2022-01-06
3559,Csproj,228.454,languages,2022-01-06
3560,SQL,10.163,languages,2022-01-06
3561,Solution File,7.074,languages,2022-01-06
3562,textmate,2.144,languages,2022-01-06
3563,Markdown,0.699,languages,2022-01-06
3564,GitIgnore file,0.126,languages,2022-01-06
3570,Bash,2172.477111,languages,2022-01-25
3571,JSON,1553.718631,languages,2022-01-25
3572,HTML,1316.041247,languages,2022-01-25
3573,Python,289.926486,languages,2022-01-25
3574,Markdown,9.489061,languages,2022-01-25
3575,JavaScript,5.302001,languages,2022-01-25
3579,C#,1045.102,languages,2022-01-18
3580,Config,1.822,languages,2022-01-18
3584,C#,24625.966,languages,2022-01-23
3585,Rust,430.128,languages,2022-01-23
3586,Csproj,371.072,languages,2022-01-23
3587,JSON,354.777,languages,2022-01-23
3588,IL,122.832,languages,2022-01-23
3589,Bash,80.825,languages,2022-01-23
3590,Solution File,57.619,languages,2022-01-23
3591,.env file,33.49,languages,2022-01-23
3592,GitIgnore file,8.998,languages,2022-01-23
3597,C#,21810.857,languages,2022-01-04
3598,Csproj,3670.841541,languages,2022-01-04
3599,YAML,1043.558459,languages,2022-01-04
3600,Markdown,872.066,languages,2022-01-04
3601,Project file properties,157.156,languages,2022-01-04
3602,Text,64.928,languages,2022-01-04
3603,XML,20.835,languages,2022-01-04
3604,textmate,4.746,languages,2022-01-04
3605,GitIgnore file,1.021,languages,2022-01-04
3606,Dockerfile,0.592,languages,2022-01-04
3615,Markdown,25.466673,languages,2022-01-10
3618,Bash,1310.216802,languages,2022-01-26
3619,JSON,387.227558,languages,2022-01-26
3622,JavaScript,1329.814,languages,2022-01-13
3623,JSON,1137.363,languages,2022-01-13
3624,ShaderLab,763.411,languages,2022-01-13
3625,C#,661.157,languages,2022-01-13
3626,Csproj,560.176,languages,2022-01-13
3627,Assembly,263.03,languages,2022-01-13
3628,Solution File,159.226,languages,2022-01-13
3629,Markdown,89.425,languages,2022-01-13
3630,GitIgnore file,49.232,languages,2022-01-13
3631,HTML,7.044,languages,2022-01-13
3632,CSHTML,0.016,languages,2022-01-13
3638,C#,8808.054,languages,2022-01-07
3639,Rust,143.777,languages,2022-01-07
3640,Csproj,51.437,languages,2022-01-07
3641,TOML,3.87,languages,2022-01-07
3648,YAML,2268.168227,languages,2022-01-20
3649,Markdown,458.063,languages,2022-01-20
3650,JSON,424.053773,languages,2022-01-20
3651,C#,98.079,languages,2022-01-20
3652,Solution File,12.27,languages,2022-01-20
3653,Csproj,10.875,languages,2022-01-20
3654,Docker,4.267,languages,2022-01-20
3655,textmate,0.975,languages,2022-01-20
3660,C#,21297.313,languages,2022-01-05
3661,Rust,5979.271392,languages,2022-01-05
3662,TOML,697.569608,languages,2022-01-05
3663,Csproj,571.511,languages,2022-01-05
3664,Markdown,245.215,languages,2022-01-05
3665,XML,87.971,languages,2022-01-05
3666,JSON,85.566,languages,2022-01-05
3667,GitIgnore file,18.067,languages,2022-01-05
3677,C#,28528.054641,languages,2022-01-09
3678,Csproj,851.378,languages,2022-01-09
3679,Markdown,334.70904,languages,2022-01-09
3680,Text,89.417797,languages,2022-01-09
3681,Solution File,45.023,languages,2022-01-09
3682,GitIgnore file,0.362,languages,2022-01-09
3689,C#,14452.805,languages,2022-01-19
3690,JSON,792.332,languages,2022-01-19
3694,C#,452.621,languages,2022-01-17
3695,Markdown,29.259,languages,2022-01-17
3696,YAML,3.734,languages,2022-01-17
3697,GitIgnore file,2.601,languages,2022-01-17
3698,JSON,0.0,languages,2022-01-17
3704,Python,3024.914953,languages,2022-02-11
3705,C#,2604.532,languages,2022-02-11
3706,YAML,13.185,languages,2022-02-11
3707,Git Config,1.196842,languages,2022-02-11
3713,JavaScript,1930.186039,languages,2022-02-25
3714,C#,262.473913,languages,2022-02-25
3715,JSON,140.013006,languages,2022-02-25
3716,Other,131.38268,languages,2022-02-25
3717,YAML,59.791531,languages,2022-02-25
3718,Markdown,19.172031,languages,2022-02-25
3719,TypeScript,3.313541,languages,2022-02-25
3727,C#,7183.383211,languages,2022-02-17
3728,YAML,2157.795471,languages,2022-02-17
3729,Markdown,1302.351187,languages,2022-02-17
3730,Other,713.970781,languages,2022-02-17
3731,XML,410.875,languages,2022-02-17
3732,Csproj,268.581821,languages,2022-02-17
3733,Solution File,35.123,languages,2022-02-17
3734,Project file properties,12.127,languages,2022-02-17
3735,JSON,4.768,languages,2022-02-17
3744,C#,13818.700214,languages,2022-02-24
3745,XML,2728.702,languages,2022-02-24
3746,Csproj,1928.159868,languages,2022-02-24
3747,Markdown,319.257186,languages,2022-02-24
3748,YAML,107.917099,languages,2022-02-24
3749,Other,85.564633,languages,2022-02-24
3750,SQL,74.824,languages,2022-02-24
3751,textmate,50.536,languages,2022-02-24
3752,MsBuild targets file,6.649,languages,2022-02-24
3753,GitIgnore file,0.77,languages,2022-02-24
3759,C#,704.2,languages,2022-02-15
3760,Csproj,618.591,languages,2022-02-15
3761,Markdown,309.403,languages,2022-02-15
3762,Solution File,17.044,languages,2022-02-15
3763,Config,0.378,languages,2022-02-15
3764,YAML,0.003,languages,2022-02-15
3769,C#,954.544,languages,2022-02-23
3772,C#,2599.214,languages,2022-02-09
3773,JSON,306.566,languages,2022-02-09
3774,Csproj,68.139,languages,2022-02-09
3775,Solution File,5.493,languages,2022-02-09
3776,YAML,2.931,languages,2022-02-09
3780,Markdown,54.494,languages,2022-02-18
3781,JSON,15.622,languages,2022-02-18
3784,C#,4413.193,languages,2022-02-07
3785,JSON,1380.9,languages,2022-02-07
3786,Csproj,537.216,languages,2022-02-07
3787,JavaScript,202.318,languages,2022-02-07
3788,Text,34.513,languages,2022-02-07
3789,Markdown,16.436,languages,2022-02-07
3790,GitIgnore file,14.881,languages,2022-02-07
3791,TypeScript,3.085,languages,2022-02-07
3798,Solidity,914.623853,languages,2022-02-05
3799,JavaScript,82.472626,languages,2022-02-05
3803,C#,15231.688677,languages,2022-02-14
3804,JSON,2533.367,languages,2022-02-14
3805,HTML,832.647365,languages,2022-02-14
3806,Csproj,606.775242,languages,2022-02-14
3807,YAML,266.294,languages,2022-02-14
3808,TypeScript,226.917716,languages,2022-02-14
3809,Markdown,33.25,languages,2022-02-14
3810,Config,1.666,languages,2022-02-14
3811,Dockerfile,0.429,languages,2022-02-14
3812,Solution File,0.244,languages,2022-02-14
3818,C#,604.717,languages,2022-02-26
3819,Csproj,45.971,languages,2022-02-26
3820,YAML,42.503744,languages,2022-02-26
3821,Markdown,34.122,languages,2022-02-26
3822,Solution File,11.228,languages,2022-02-26
3823,XML,10.048,languages,2022-02-26
3824,JSON,4.052,languages,2022-02-26
3829,Markdown,872.382533,languages,2022-02-01
