,value,total_seconds,type,date
3830,C#,308.189,languages,2022-02-01
3831,YAML,0.799,languages,2022-02-01
3832,JSON,0.028,languages,2022-02-01
3833,CSV,0.0,languages,2022-02-01
3838,C#,7813.167166,languages,2022-02-10
3839,JSON,1415.676184,languages,2022-02-10
3840,YAML,1186.562196,languages,2022-02-10
3841,Csproj,1064.23,languages,2022-02-10
3842,GitIgnore file,527.353,languages,2022-02-10
3843,Docker,50.844638,languages,2022-02-10
3844,Git Config,34.373816,languages,2022-02-10
3845,Text,15.333,languages,2022-02-10
3846,Config,2.572,languages,2022-02-10
3847,HTML,0.582,languages,2022-02-10
3848,JavaScript,0.0,languages,2022-02-10
3856,JavaScript,0.0,languages,2022-02-08
3859,C#,15810.215822,languages,2022-02-22
3860,SQL,85.764,languages,2022-02-22
3861,Markdown,78.133,languages,2022-02-22
3862,XML,49.941,languages,2022-02-22
3863,YAML,16.440178,languages,2022-02-22
3864,JSON,1.174,languages,2022-02-22
3865,Text,0.361,languages,2022-02-22
3872,Markdown,0.0,languages,2022-02-03
3875,C#,7581.008,languages,2022-02-04
3876,Solidity,1871.566008,languages,2022-02-04
3877,Markdown,500.451622,languages,2022-02-04
3878,Git,273.651021,languages,2022-02-04
3879,Csproj,135.029,languages,2022-02-04
3880,Dockerfile,1.405,languages,2022-02-04
3881,YAML,0.8,languages,2022-02-04
3882,Solution File,0.32,languages,2022-02-04
3883,protobuf,0.231,languages,2022-02-04
3891,C#,7883.734,languages,2022-06-28
3892,Markdown,291.422,languages,2022-06-28
3893,JSON,48.616,languages,2022-06-28
3894,GitIgnore file,18.964,languages,2022-06-28
3895,YAML,8.837,languages,2022-06-28
3896,textmate,0.345,languages,2022-06-28
3899,C#,1641.592,languages,2022-06-29
3900,XML,0.972,languages,2022-06-29
3901,Markdown,0.517,languages,2022-06-29
3902,Text,0.479,languages,2022-06-29
3903,Csproj,0.381,languages,2022-06-29
3907,C#,3208.567,languages,2022-06-09
3908,IL,21.594,languages,2022-06-09
3909,XML,2.96,languages,2022-06-09
3910,GitIgnore file,0.242,languages,2022-06-09
3911,YAML,0.129,languages,2022-06-09
3912,textmate,0.083,languages,2022-06-09
3915,C#,488.104,languages,2022-06-08
3916,Markdown,51.055,languages,2022-06-08
3917,YAML,25.961,languages,2022-06-08
3921,C#,2254.685,languages,2022-06-07
3922,Markdown,151.131,languages,2022-06-07
3926,YAML,11.248,languages,2022-09-15
3927,C#,5.758,languages,2022-09-15
3928,JSON,2.966,languages,2022-09-15
3929,Markdown,1.26,languages,2022-09-15
3932,C#,6875.208,languages,2022-09-29
3933,JSON,142.467,languages,2022-09-29
3934,XML,72.295,languages,2022-09-29
3935,Csproj,19.763,languages,2022-09-29
3936,textmate,17.784,languages,2022-09-29
3937,GitIgnore file,16.31,languages,2022-09-29
3938,Solution File,12.082,languages,2022-09-29
3942,C#,4447.9,languages,2022-09-13
3943,JSON,1002.237,languages,2022-09-13
3944,Markdown,392.761,languages,2022-09-13
3945,Csproj,113.82,languages,2022-09-13
3946,Solution File,68.926,languages,2022-09-13
3947,YAML,50.298,languages,2022-09-13
3948,XML,19.804,languages,2022-09-13
3949,Text,0.172,languages,2022-09-13
3953,Rust,18333.018,languages,2022-09-18
3954,TOML,326.091,languages,2022-09-18
3955,GitIgnore file,197.527,languages,2022-09-18
3956,Shell Script,153.509,languages,2022-09-18
3957,Text,24.827,languages,2022-09-18
3961,Protocol Buffer,864.899,languages,2022-09-27
3962,protobuf,432.532,languages,2022-09-27
3963,C#,2.68,languages,2022-09-27
3964,GitIgnore file,1.127,languages,2022-09-27
3965,Csproj,0.435,languages,2022-09-27
3969,Rust,1980.664,languages,2022-09-26
3970,Markdown,579.973,languages,2022-09-26
3971,TOML,231.496,languages,2022-09-26
3972,C#,40.568,languages,2022-09-26
3973,YAML,10.546,languages,2022-09-26
3978,C#,6760.123,languages,2022-09-12
3979,Csproj,738.048,languages,2022-09-12
3980,XML,705.11,languages,2022-09-12
3981,JSON,603.815,languages,2022-09-12
3982,YAML,519.987,languages,2022-09-12
3983,Markdown,409.809,languages,2022-09-12
3984,MsBuild targets file,400.222,languages,2022-09-12
3985,GraphQL,189.592,languages,2022-09-12
3986,Text,66.868,languages,2022-09-12
3987,Project file properties,18.399,languages,2022-09-12
3988,GitIgnore file,1.352,languages,2022-09-12
3989,Solution File,0.743,languages,2022-09-12
3994,C#,1044.485,languages,2022-09-09
3995,Markdown,80.879,languages,2022-09-09
3999,C#,0.0,languages,2022-09-30
4002,YAML,488.452,languages,2022-09-22
4003,Markdown,1.286,languages,2022-09-22
4006,C#,3854.249,languages,2022-09-20
4007,Rust,481.103,languages,2022-09-20
4008,Markdown,473.415,languages,2022-09-20
4009,MsBuild targets file,455.598,languages,2022-09-20
4010,Solution File,65.856,languages,2022-09-20
4011,YAML,52.859,languages,2022-09-20
4012,XML,6.236,languages,2022-09-20
4013,Csproj,5.803,languages,2022-09-20
4014,Project file properties,2.865,languages,2022-09-20
4015,JSON,0.491,languages,2022-09-20
4016,GitIgnore file,0.417,languages,2022-09-20
4023,C#,860.295,languages,2022-09-14
4024,Text,278.354,languages,2022-09-14
4025,YAML,3.009,languages,2022-09-14
4026,JSON,1.874,languages,2022-09-14
4027,Solution File,0.165,languages,2022-09-14
4028,Markdown,0.015,languages,2022-09-14
4032,C#,5308.308,languages,2022-09-21
4033,Markdown,1500.237,languages,2022-09-21
4034,XML,484.425,languages,2022-09-21
4035,JSON,353.599,languages,2022-09-21
4036,Protocol Buffer,311.858,languages,2022-09-21
4037,YAML,190.12,languages,2022-09-21
4038,Csproj,66.764,languages,2022-09-21
4039,protobuf,21.438,languages,2022-09-21
4040,Solution File,0.003,languages,2022-09-21
4046,C#,7043.061,languages,2022-09-19
4047,Markdown,906.054,languages,2022-09-19
4048,Csproj,430.763,languages,2022-09-19
4049,XML,69.586,languages,2022-09-19
4050,Docker,54.442,languages,2022-09-19
4051,protobuf,40.238,languages,2022-09-19
4052,YAML,35.54,languages,2022-09-19
4053,textmate,17.112,languages,2022-09-19
4054,Protocol Buffer,8.476,languages,2022-09-19
4055,JSON,1.922,languages,2022-09-19
4056,MsBuild targets file,1.438,languages,2022-09-19
4057,Text,0.772,languages,2022-09-19
4058,Project file properties,0.591,languages,2022-09-19
4059,GitIgnore file,0.546,languages,2022-09-19
4064,C#,1768.634,languages,2022-09-08
4065,Markdown,431.299,languages,2022-09-08
4066,JSON,316.951,languages,2022-09-08
4067,Project file properties,247.629,languages,2022-09-08
4068,Csproj,150.077,languages,2022-09-08
4069,Solution File,38.047,languages,2022-09-08
4070,YAML,23.74,languages,2022-09-08
4071,GitIgnore file,17.101,languages,2022-09-08
4072,XML,9.831,languages,2022-09-08
4077,Protocol Buffer,473.017,languages,2022-09-28
4078,C#,406.761,languages,2022-09-28
4079,protobuf,88.763,languages,2022-09-28
4080,Markdown,38.622,languages,2022-09-28
4081,XML,9.276,languages,2022-09-28
4082,Csproj,1.707,languages,2022-09-28
4083,JSON,0.902,languages,2022-09-28
4084,YAML,0.759,languages,2022-09-28
4085,Text,0.176,languages,2022-09-28
4090,Rust,15177.329,languages,2022-12-14
4091,C#,1521.06,languages,2022-12-14
4092,Markdown,720.841,languages,2022-12-14
4093,Project file properties,53.187,languages,2022-12-14
4094,JSON,35.54,languages,2022-12-14
4095,Solution File,21.278,languages,2022-12-14
4096,Csproj,16.556,languages,2022-12-14
4097,XML,15.805,languages,2022-12-14
4098,protobuf,5.012,languages,2022-12-14
4106,C#,10741.985,languages,2022-12-31
4107,Markdown,683.754,languages,2022-12-31
4108,Csproj,319.358,languages,2022-12-31
4109,Rust,10.808,languages,2022-12-31
4110,XML,9.65,languages,2022-12-31
4111,Text,0.435,languages,2022-12-31
4112,textmate,0.083,languages,2022-12-31
4113,JSON,0.002,languages,2022-12-31
4118,Rust,712.284,languages,2022-12-29
4119,TOML,73.332,languages,2022-12-29
4120,GitIgnore file,8.479,languages,2022-12-29
4123,Rust,21908.821,languages,2022-12-09
4124,C#,3204.241,languages,2022-12-09
4125,Markdown,2365.404,languages,2022-12-09
4126,Docker,1672.196,languages,2022-12-09
4127,TOML,1253.146,languages,2022-12-09
4128,YAML,871.933,languages,2022-12-09
4129,GitIgnore file,295.297,languages,2022-12-09
4130,Docker File,262.5,languages,2022-12-09
4131,Text,59.035,languages,2022-12-09
4132,.env file,35.634,languages,2022-12-09
4133,JSON,26.581,languages,2022-12-09
4134,Bash,12.304,languages,2022-12-09
4135,protobuf,12.063,languages,2022-12-09
4136,ObjectiveC,4.236,languages,2022-12-09
4137,C++,0.362,languages,2022-12-09
4146,Rust,26031.133,languages,2022-12-11
4147,Markdown,2051.121,languages,2022-12-11
4148,TOML,290.364,languages,2022-12-11
4152,C#,12999.972,languages,2022-12-30
4153,Rust,12774.888,languages,2022-12-30
4154,Markdown,948.684,languages,2022-12-30
4155,XML,114.757,languages,2022-12-30
4156,Csproj,43.322,languages,2022-12-30
4157,TOML,10.296,languages,2022-12-30
4158,JSON,0.001,languages,2022-12-30
4165,C#,1902.345,languages,2022-12-17
4168,C#,7440.924,languages,2022-12-07
4169,Markdown,533.875,languages,2022-12-07
4170,XML,2.421,languages,2022-12-07
4171,Project file properties,0.239,languages,2022-12-07
4176,C#,4736.139,languages,2022-12-20
4177,Rust,4302.144,languages,2022-12-20
4178,C,1290.791,languages,2022-12-20
4179,ObjectiveC,1055.861,languages,2022-12-20
4180,Csproj,428.879,languages,2022-12-20
4181,YAML,416.93,languages,2022-12-20
4182,Markdown,357.543,languages,2022-12-20
4183,JSON,246.241,languages,2022-12-20
4184,Solution File,226.241,languages,2022-12-20
4185,XML,145.751,languages,2022-12-20
4186,Text,68.1,languages,2022-12-20
4187,GitIgnore file,40.719,languages,2022-12-20
4188,TOML,24.758,languages,2022-12-20
4189,CMake,12.006,languages,2022-12-20
4190,Docker,5.723,languages,2022-12-20
4197,C#,13904.25,languages,2022-12-28
4198,Markdown,1166.19,languages,2022-12-28
4199,Rust,434.7,languages,2022-12-28
4200,XML,192.58,languages,2022-12-28
4201,YAML,0.006,languages,2022-12-28
4206,Rust,18299.773,languages,2022-12-13
4207,TOML,161.144,languages,2022-12-13
4208,Markdown,96.521,languages,2022-12-13
4209,Text,1.225,languages,2022-12-13
4210,GitIgnore file,0.146,languages,2022-12-13
4214,Rust,34009.398,languages,2022-12-10
4215,TOML,81.731,languages,2022-12-10
4216,GitIgnore file,3.633,languages,2022-12-10
4220,C#,13257.527,languages,2022-12-15
4221,Markdown,638.591,languages,2022-12-15
4222,JSON,635.371,languages,2022-12-15
4223,XML,314.592,languages,2022-12-15
4224,Shell Script,274.993,languages,2022-12-15
4225,Csproj,267.812,languages,2022-12-15
4226,Bash,213.632,languages,2022-12-15
4227,GitIgnore file,106.399,languages,2022-12-15
4228,Solution File,12.474,languages,2022-12-15
4229,Text,1.126,languages,2022-12-15
4230,YAML,0.605,languages,2022-12-15
4231,textmate,0.077,languages,2022-12-15
4236,Rust,11327.564,languages,2022-12-16
4237,C#,4954.845,languages,2022-12-16
4238,Docker,686.149,languages,2022-12-16
4239,Markdown,592.604,languages,2022-12-16
4240,TOML,412.603,languages,2022-12-16
4241,Bash,247.424,languages,2022-12-16
4242,XML,52.122,languages,2022-12-16
4243,Shell Script,0.356,languages,2022-12-16
4248,C#,3453.624,languages,2022-12-08
4249,Markdown,1817.158,languages,2022-12-08
4250,JSON,33.235,languages,2022-12-08
4251,YAML,0.971,languages,2022-12-08
4252,XML,0.011,languages,2022-12-08
4257,C#,18123.425,languages,2022-12-19
4258,Markdown,667.07,languages,2022-12-19
4259,JSON,91.387,languages,2022-12-19
4260,XML,1.717,languages,2022-12-19
4261,Solution File,0.036,languages,2022-12-19
4265,C#,864.472,languages,2022-12-01
4266,F#,380.473,languages,2022-12-01
4267,Fsproj,154.865,languages,2022-12-01
4268,Markdown,139.794,languages,2022-12-01
4269,YAML,80.468,languages,2022-12-01
4270,GitIgnore file,21.319,languages,2022-12-01
4271,XML,18.603,languages,2022-12-01
4272,Csproj,14.327,languages,2022-12-01
4276,Rust,5482.693,languages,2022-12-27
4277,TOML,1339.031,languages,2022-12-27
4278,Markdown,737.148,languages,2022-12-27
4279,ObjectiveC,477.84,languages,2022-12-27
4280,C,224.455,languages,2022-12-27
4281,Text,0.003,languages,2022-12-27
4286,Rust,3021.271,languages,2022-12-22
4287,Markdown,1359.978,languages,2022-12-22
4288,C#,1181.559,languages,2022-12-22
4289,TOML,878.214,languages,2022-12-22
4290,ObjectiveC,197.457,languages,2022-12-22
4291,C,27.38,languages,2022-12-22
4292,GitIgnore file,19.249,languages,2022-12-22
4293,Text,16.935,languages,2022-12-22
4300,C#,11798.913,languages,2022-12-18
4301,Markdown,375.145,languages,2022-12-18
4302,JSON,327.365,languages,2022-12-18
4303,Bash,179.707,languages,2022-12-18
4304,Shell Script,85.751,languages,2022-12-18
4305,GitIgnore file,62.801,languages,2022-12-18
4306,XML,58.837,languages,2022-12-18
4307,Csproj,7.747,languages,2022-12-18
4308,YAML,6.591,languages,2022-12-18
4309,Solution File,0.433,languages,2022-12-18
4312,Rust,12040.813,languages,2022-12-12
4313,C#,1950.303,languages,2022-12-12
4314,Markdown,1161.619,languages,2022-12-12
4315,Docker,800.891,languages,2022-12-12
4316,Shell Script,181.116,languages,2022-12-12
4317,TOML,156.059,languages,2022-12-12
4318,textmate,123.153,languages,2022-12-12
4319,Bash,55.618,languages,2022-12-12
4320,GitIgnore file,1.411,languages,2022-12-12
4329,Rust,13666.729,languages,2022-12-21
4330,TOML,836.859,languages,2022-12-21
4331,Markdown,103.375,languages,2022-12-21
4332,GitIgnore file,16.7,languages,2022-12-21
4333,C#,14.446,languages,2022-12-21
4334,C,4.124,languages,2022-12-21
4335,JSON,2.196,languages,2022-12-21
4348,Rust,3605.142,languages,2022-04-28
4349,C#,1680.351,languages,2022-04-28
4350,JSON,1054.802,languages,2022-04-28
4351,Markdown,242.049,languages,2022-04-28
4352,Csproj,96.765,languages,2022-04-28
4353,YAML,95.969,languages,2022-04-28
4354,GitIgnore file,80.478,languages,2022-04-28
4355,TOML,41.024,languages,2022-04-28
4356,protobuf,26.317,languages,2022-04-28
4357,XML,22.428,languages,2022-04-28
4358,.env file,20.286,languages,2022-04-28
4359,Bash,16.05,languages,2022-04-28
4360,Protocol Buffer,7.846,languages,2022-04-28
4361,Solution File,0.526,languages,2022-04-28
4362,Docker,0.523,languages,2022-04-28
4369,Rust,22807.921048,languages,2022-04-24
4370,GitIgnore file,60.402,languages,2022-04-24
4371,TOML,31.916,languages,2022-04-24
4372,Markdown,19.674952,languages,2022-04-24
4378,C#,12702.279,languages,2022-04-21
4379,Markdown,1870.696,languages,2022-04-21
4380,Rust,1225.122,languages,2022-04-21
4381,JSON,969.471,languages,2022-04-21
4382,XML,649.436,languages,2022-04-21
4383,Csproj,602.923,languages,2022-04-21
4384,protobuf,600.028,languages,2022-04-21
4385,Protocol Buffer,362.012,languages,2022-04-21
4386,YAML,201.862,languages,2022-04-21
4387,Solution File,68.325,languages,2022-04-21
4388,TOML,67.182,languages,2022-04-21
4389,GitIgnore file,13.561,languages,2022-04-21
4397,Docker,212.749002,languages,2022-04-29
4398,YAML,0.0,languages,2022-04-29
4403,Rust,8622.452,languages,2022-04-02
4406,C#,5403.837,languages,2022-04-04
4407,YAML,219.515,languages,2022-04-04
4408,Markdown,65.437,languages,2022-04-04
4409,GitIgnore file,18.913,languages,2022-04-04
4410,Solution File,9.736,languages,2022-04-04
4414,HTML,1141.238047,languages,2022-04-01
4415,C#,141.093,languages,2022-04-01
4416,Markdown,24.583959,languages,2022-04-01
4417,JavaScript,14.206991,languages,2022-04-01
4422,C#,1609.423,languages,2022-04-11
4423,Markdown,845.563,languages,2022-04-11
4424,Csproj,14.104,languages,2022-04-11
4425,XML,3.251,languages,2022-04-11
4428,C#,8114.757089,languages,2022-04-22
4429,JSON,5020.236,languages,2022-04-22
4430,YAML,3231.031097,languages,2022-04-22
4431,Markdown,3068.077096,languages,2022-04-22
4432,TypeScript,430.911,languages,2022-04-22
4433,SQL,187.063903,languages,2022-04-22
4434,tsconfig,90.446,languages,2022-04-22
4435,Csproj,22.548,languages,2022-04-22
4436,XML,10.344,languages,2022-04-22
4437,textmate,8.142,languages,2022-04-22
4438,Solution File,0.439,languages,2022-04-22
4439,Text,0.096,languages,2022-04-22
4447,Docker,3746.062006,languages,2022-04-30
4448,Other,7.634047,languages,2022-04-30
4451,C#,864.817,languages,2022-04-06
4452,Markdown,353.048234,languages,2022-04-06
4457,Rust,23876.886,languages,2022-04-23
4458,TypeScript,5864.294,languages,2022-04-23
4459,SCSS,5573.26418,languages,2022-04-23
4460,JSON,5534.193775,languages,2022-04-23
4461,TOML,2017.373,languages,2022-04-23
4462,Markdown,1462.06124,languages,2022-04-23
4463,YAML,1250.10458,languages,2022-04-23
4464,Protocol Buffer,1150.26,languages,2022-04-23
4465,tsconfig,1074.883,languages,2022-04-23
4466,protobuf,440.826,languages,2022-04-23
4467,C#,172.139,languages,2022-04-23
4468,GitIgnore file,144.945,languages,2022-04-23
4469,AUTO_DETECTED,107.324,languages,2022-04-23
4470,JavaScript,78.391225,languages,2022-04-23
4471,Text,70.767,languages,2022-04-23
4472,SQL,52.542,languages,2022-04-23
4473,Solution File,17.007,languages,2022-04-23
4474,XML,1.868,languages,2022-04-23
4475,Csproj,0.861,languages,2022-04-23
4476,Docker,0.568,languages,2022-04-23
4477,textmate,0.15,languages,2022-04-23
4488,Rust,7658.249,languages,2022-04-19
4489,Markdown,407.114,languages,2022-04-19
4490,TOML,265.215,languages,2022-04-19
4491,GitIgnore file,2.003,languages,2022-04-19
4495,Rust,12498.043,languages,2022-04-26
4496,C#,1548.136052,languages,2022-04-26
4497,Markdown,362.998,languages,2022-04-26
4498,TOML,251.644,languages,2022-04-26
4499,XML,17.401,languages,2022-04-26
4500,YAML,0.194,languages,2022-04-26
4508,Rust,4778.519,languages,2022-04-13
4509,GitIgnore file,258.076,languages,2022-04-13
4510,Text,106.572,languages,2022-04-13
4511,Markdown,5.683,languages,2022-04-13
4514,SQL,0.0,languages,2022-04-12
4517,C#,3617.088,languages,2022-04-20
4518,Markdown,1932.256,languages,2022-04-20
4519,XML,1320.889,languages,2022-04-20
4520,textmate,1227.373,languages,2022-04-20
4521,Csproj,776.78,languages,2022-04-20
4522,JSON,475.629,languages,2022-04-20
4523,GitIgnore file,113.642,languages,2022-04-20
4524,YAML,4.383,languages,2022-04-20
4529,Rust,10692.052,languages,2022-04-27
4530,TOML,1942.469,languages,2022-04-27
4531,C#,1330.378,languages,2022-04-27
4532,Markdown,670.943,languages,2022-04-27
4533,protobuf,419.977,languages,2022-04-27
4534,JSON,313.234,languages,2022-04-27
4535,Protocol Buffer,309.103,languages,2022-04-27
4536,.env file,270.937,languages,2022-04-27
4537,GitIgnore file,83.548,languages,2022-04-27
4538,Bash,56.381,languages,2022-04-27
4543,Rust,8178.068,languages,2022-04-07
4544,C#,346.382,languages,2022-04-07
4549,C#,3637.607453,languages,2022-04-08
4550,Markdown,3307.23725,languages,2022-04-08
4551,SQL,902.644,languages,2022-04-08
4552,XML,25.873,languages,2022-04-08
4553,Csproj,0.92,languages,2022-04-08
4554,Other,0.0,languages,2022-04-08
4562,Rust,22026.19,languages,2022-04-15
4563,Markdown,2411.853,languages,2022-04-15
4564,TOML,648.826,languages,2022-04-15
4565,textmate,124.161,languages,2022-04-15
4566,GitIgnore file,14.187,languages,2022-04-15
4569,C#,2590.668,languages,2022-08-31
